a,b,c
76,42,32
1,46,98
82,60,79
21,33,65
71,32,64
82,58,19
96,17,6
52,62,94
81,33,94
37,48,71
40,15,90
20,15,28
66,17,84
38,96,5
24,32,3
51,10,57
47,27,84
85,2,34
56,37,12
49,48,89
11,8,56
62,50,67
45,32,34
14,94,41
98,77,80
67,88,40
40,77,79
28,84,9
35,41,62
38,96,59
20,7,84
2,67,89
70,22,91
61,99,17
81,35,30
67,61,69
93,2,68
52,89,81
95,7,96
32,56,96
41,7,0
40,72,5
86,65,60
2,44,73
62,6,28
25,45,4
89,15,48
7,54,72
41,72,71
47,48,97
14,17,26
54,76,67
10,9,54
84,6,28
7,59,10
86,1,53
33,64,19
23,68,11
77,53,21
58,90,75
86,14,47
77,53,5
61,8,11
96,62,36
6,33,81
4,11,79
39,94,13
7,34,11
10,48,73
23,95,75
67,62,7
30,17,53
75,49,68
47,74,46
73,50,59
95,26,92
18,10,24
12,42,56
44,74,65
54,94,37
89,80,52
78,69,79
84,40,28
50,27,20
14,64,79
64,20,69
36,86,92
47,76,80
66,5,19
89,51,72
92,72,47
58,85,88
79,70,28
46,57,55
19,19,53
69,67,78
79,37,89
4,40,8
43,59,59
2,36,55
53,13,24
97,89,47
46,2,25
38,76,90
82,44,1
15,37,91
61,45,73
64,68,42
92,72,57
84,87,77
30,60,23
47,96,30
21,29,23
8,63,96
60,52,17
45,79,45
97,99,82
9,79,21
83,8,68
65,0,93
90,76,58
66,24,23
32,82,77
12,65,73
30,46,32
37,71,77
51,26,47
61,84,81
25,20,40
9,47,44
56,75,57
40,30,44
85,99,53
24,32,76
66,75,40
65,87,22
16,64,80
55,35,56
7,77,45
48,79,78
57,1,32
31,76,10
53,55,14
37,59,68
9,12,2
45,29,28
96,47,34
37,72,12
23,3,97
70,86,51
64,25,0
62,80,88
87,15,79
19,68,61
13,26,13
63,81,2
79,7,70
6,21,72
29,61,72
64,93,14
39,84,38
23,51,56
15,82,17
81,3,48
89,53,7
38,38,10
0,88,48
10,53,90
56,82,6
12,3,8
89,45,17
59,62,71
96,14,31
61,55,14
66,53,49
89,70,90
83,61,50
14,26,78
53,12,77
92,15,46
56,91,39
13,64,63
96,63,55
15,68,10
13,53,69
52,49,61
39,94,11
68,2,38
12,98,4
25,25,83
15,8,90
31,78,88
19,7,21
63,93,85
54,17,11
97,49,2
0,2,96
51,99,26
7,64,48
87,49,24
53,79,72
58,18,25
24,94,40
9,42,74
64,58,39
91,7,61
23,82,58
47,93,60
17,1,0
85,92,13
92,66,28
6,94,46
51,85,52
72,44,36
5,94,10
91,59,62
35,54,13
30,93,35
73,34,41
3,7,63
27,62,5
20,13,60
45,6,6
8,47,42
69,14,64
26,5,24
31,90,72
88,81,54
84,38,97
23,84,74
32,76,96
83,10,3
94,31,37
61,26,37
16,28,17
57,36,86
12,41,19
16,40,63
75,4,76
78,72,66
80,5,67
30,71,14
25,56,72
68,75,63
50,17,96
66,90,73
35,14,16
52,4,40
97,25,10
22,89,58
56,21,14
0,95,17
51,10,75
21,71,41
28,75,66
63,42,57
27,4,83
94,77,71
39,98,35
88,23,51
28,33,86
33,81,80
37,16,47
67,30,47
59,62,28
80,15,47
29,56,35
17,47,28
52,40,69
8,69,9
31,70,68
16,15,44
8,81,24
33,19,29
1,14,51
42,78,90
33,62,3
71,63,37
70,29,99
20,0,82
3,39,78
29,98,62
7,81,5
74,61,5
83,85,76
11,18,73
93,69,69
64,59,34
45,91,41
83,0,45
16,66,76
10,65,77
44,10,99
65,9,72
46,43,31
92,5,67
49,2,69
87,55,34
39,33,0
86,76,52
63,13,67
89,49,74
76,65,70
0,51,48
2,25,79
83,61,80
89,40,67
7,32,72
90,19,48
2,54,81
12,99,63
3,10,62
7,85,59
29,43,29
45,81,32
70,77,85
25,15,33
65,62,95
1,55,65
84,48,93
18,63,27
5,95,35
96,81,18
88,51,70
38,77,4
31,4,20
64,35,74
41,74,53
44,96,11
94,94,90
72,18,8
11,78,33
11,49,54
74,59,61
56,95,65
37,43,64
84,51,7
18,73,47
60,14,51
93,56,22
43,10,2
97,50,78
90,5,13
24,30,79
85,67,13
7,63,14
60,29,64
37,30,50
63,48,59
95,33,86
9,25,3
68,73,15
16,61,82
20,88,51
81,38,74
43,73,60
53,74,50
43,93,66
49,84,47
80,25,60
85,65,58
50,25,61
12,12,36
95,58,96
39,15,12
13,41,77
37,24,78
46,49,60
41,82,65
45,3,50
51,40,46
19,31,94
83,35,48
84,50,27
37,62,36
43,23,74
86,88,98
84,91,2
23,75,61
48,33,71
60,60,20
8,57,17
54,61,25
69,2,88
47,9,6
5,26,1
65,8,94
83,15,18
7,75,89
44,48,11
79,9,61
19,86,62
84,61,77
25,25,22
99,63,86
46,29,26
90,76,81
94,30,51
85,88,69
58,34,39
74,43,88
75,22,17
70,83,82
72,57,77
5,57,44
99,30,13
6,89,46
29,17,78
37,64,68
42,4,16
8,94,33
55,59,88
13,76,84
86,41,14
73,43,82
5,77,47
47,85,33
85,64,77
63,6,3
41,28,63
84,43,91
96,78,86
66,69,81
30,12,7
55,7,91
89,66,80
21,44,11
90,69,76
2,91,71
44,22,15
66,53,48
39,72,18
55,26,25
23,79,58
54,79,5
98,5,47
16,39,60
8,69,98
94,90,62
46,67,30
11,91,11
76,92,35
82,0,68
17,18,29
51,33,68
99,15,64
28,73,57
73,74,42
23,1,54
62,71,5
56,78,9
92,52,84
92,7,34
25,33,59
95,80,74
89,20,53
17,7,16
5,15,24
78,54,56
16,7,30
94,39,24
47,53,73
91,86,75
42,9,64
65,21,47
83,61,35
81,9,73
57,15,16
61,61,24
82,46,95
97,37,46
89,5,17
36,67,9
29,30,82
62,24,80
14,91,14
38,36,25
15,70,22
36,33,51
16,33,80
58,89,52
43,9,94
47,11,67
52,61,51
0,66,57
88,55,7
36,54,16
75,44,92
43,54,62
45,60,76
89,54,88
88,68,20
0,28,61
74,40,12
16,62,97
45,3,2
51,93,2
78,72,44
67,48,94
64,37,9
4,30,94
81,96,96
77,88,37
83,69,26
85,75,61
11,61,87
85,68,33
38,7,87
24,75,39
80,92,2
5,54,45
27,42,30
10,58,77
77,26,31
64,71,73
93,8,74
87,47,81
20,82,69
41,83,90
25,67,14
54,68,47
95,3,58
53,59,49
15,62,11
35,88,70
45,39,26
99,18,33
45,12,21
54,87,75
35,19,84
68,83,3
71,60,97
18,20,17
90,82,48
17,41,56
14,76,5
21,0,30
5,23,82
57,53,17
3,50,36
13,98,1
40,98,11
55,52,94
2,55,91
20,59,17
49,30,54
88,47,21
35,81,11
79,29,22
21,39,51
42,62,36
85,35,39
29,1,7
17,38,41
37,45,36
5,28,15
48,61,31
40,77,86
18,27,15
53,96,77
92,75,10
75,76,56
99,93,54
32,37,44
87,27,59
52,55,73
95,26,7
25,83,81
38,68,39
26,39,17
83,89,27
62,51,68
12,73,0
83,71,54
55,54,57
15,40,30
52,4,79
74,51,16
85,37,42
88,31,32
64,21,68
75,20,51
4,21,83
70,59,70
70,13,33
53,71,81
76,3,23
50,0,9
24,28,36
16,17,60
11,80,24
49,95,76
50,53,91
56,50,3
89,32,46
60,48,11
78,46,26
84,87,19
61,2,13
68,63,51
89,18,66
17,35,6
31,39,69
44,19,25
74,80,14
83,55,83
39,47,33
19,53,40
35,85,32
21,39,39
43,48,79
57,85,14
0,22,37
59,92,28
64,88,37
8,14,47
96,71,21
37,62,22
43,45,86
20,48,6
61,68,30
72,32,20
17,27,50
96,97,86
52,3,90
70,50,9
97,79,20
21,81,56
39,34,43
95,41,11
62,94,68
74,86,29
15,69,57
6,45,86
39,94,41
48,41,65
72,64,72
34,89,17
20,84,67
71,89,69
40,12,95
6,17,80
52,2,18
97,73,42
93,18,92
94,72,85
25,37,52
6,8,15
61,92,66
22,4,96
32,1,82
41,53,17
25,83,96
82,61,46
48,78,48
24,3,90
41,22,99
35,20,48
63,62,6
2,5,36
18,84,62
54,12,48
4,25,40
63,23,48
83,27,70
72,59,44
85,82,45
41,65,67
32,33,5
64,38,95
25,62,90
46,67,91
84,60,46
0,45,9
67,66,3
98,42,54
16,21,78
22,4,15
76,96,77
21,99,43
93,98,17
4,58,21
17,75,99
40,37,56
67,52,4
9,79,2
1,98,5
66,54,73
19,13,7
39,83,48
81,99,79
42,24,21
87,83,65
11,98,94
83,8,16
16,80,51
60,99,13
27,55,95
58,0,88
83,30,15
10,8,23
79,80,43
87,88,25
16,59,27
58,57,28
96,96,86
91,61,47
94,34,36
25,92,48
18,68,71
10,74,11
89,48,25
9,52,77
11,33,82
47,45,94
33,55,41
7,67,88
4,60,70
54,30,93
35,94,40
84,79,23
65,0,16
47,81,22
77,50,57
18,92,74
37,16,0
3,35,68
69,45,55
4,68,72
97,67,40
51,3,4
78,52,61
79,2,67
98,30,81
69,40,95
70,81,65
87,99,87
72,0,65
96,65,29
87,39,41
31,44,62
12,19,32
32,87,45
16,95,73
42,59,0
63,11,55
83,86,44
86,47,41
90,58,24
52,95,44
28,36,72
16,76,50
43,82,2
65,82,34
94,98,49
99,9,2
26,13,85
50,64,15
44,73,22
93,45,75
63,22,2
88,93,23
52,14,86
14,89,7
81,69,7
98,18,96
66,37,11
36,39,63
69,8,98
74,1,74
62,86,12
2,25,85
10,34,80
87,20,44
79,69,14
58,23,66
54,77,28
78,41,20
55,74,55
49,25,26
67,99,48
19,74,91
56,41,6
90,74,34
27,85,74
37,3,98
0,75,81
82,24,97
7,21,22
87,58,4
53,7,77
78,32,49
41,49,92
80,48,8
8,61,24
46,28,57
73,6,34
48,83,56
82,27,44
20,7,84
52,71,83
36,55,28
46,43,66
34,76,45
92,84,54
89,19,28
69,31,28
81,41,40
68,33,73
72,3,2
42,46,19
67,12,68
2,61,11
1,27,67
54,45,19
56,59,57
35,83,85
32,1,97
43,70,53
91,69,93
7,17,29
33,9,38
83,91,29
27,84,2
73,54,95
60,26,2
77,4,92
29,5,91
26,26,1
98,61,99
86,69,9
69,12,86
55,81,33
86,34,3
35,1,81
76,71,48
74,1,0
30,42,37
35,78,44
31,50,37
4,29,9
16,84,63
28,62,49
20,84,14
34,20,62
79,64,24
11,75,54
61,70,9
92,20,86
43,51,29
73,25,53
38,76,5
84,25,56
67,96,60
80,65,43
85,85,56
93,71,47
24,58,50
45,43,5
29,86,78
51,5,66
76,30,37
41,77,96
28,17,18
96,72,39
75,43,67
3,0,65
29,58,25
65,93,35
39,39,2
34,6,54
84,50,42
89,44,78
77,6,99
62,40,22
28,63,73
61,81,49
76,37,12
49,40,39
61,33,56
13,3,89
94,91,18
78,26,38
58,38,31
52,81,87
86,94,83
7,8,26
87,19,54
13,14,30
31,90,81
76,96,82
18,51,36
10,84,16
18,68,62
35,55,25
58,41,75
19,86,29
99,10,97
16,78,77
44,74,81
19,89,88
33,81,76
96,10,88
33,14,90
32,71,93
75,61,45
49,12,1
25,53,83
56,34,54
53,94,68
50,94,88
45,94,69
94,47,77
1,51,56
27,29,94
79,84,82
44,75,35
48,16,1
84,54,16
22,19,60
48,85,36
98,66,70
95,57,74
94,18,0
58,35,13
4,24,25
68,80,52
5,52,42
56,92,54
3,24,48
21,11,89
96,36,17
0,57,43
99,77,41
98,47,37
30,18,54
17,58,13
95,18,63
53,43,59
15,20,16
83,24,46
59,98,10
40,39,25
81,13,53
11,85,51
86,90,75
28,94,76
70,4,43
37,29,57
71,92,20
23,87,2
94,92,24
71,42,22
97,69,95
28,88,62
79,85,65
1,83,63
11,50,35
51,80,87
84,81,51
7,20,96
37,36,21
71,75,2
59,97,70
10,72,57
47,92,80
89,61,80
60,56,57
13,44,1
3,96,87
41,62,9
89,57,8
62,5,53
2,92,58
13,10,41
7,3,4
26,79,29
18,83,28
35,33,1
42,39,3
50,75,76
0,52,34
82,84,6
72,9,53
74,12,70
86,1,89
74,55,57
81,14,34
11,53,61
99,49,52
26,94,54
74,36,81
61,87,43
55,50,32
15,86,96
83,55,2
85,92,43
42,30,18
20,61,80
73,79,67
86,93,48
19,80,78
40,19,55
27,49,57
86,46,98
17,60,97
68,78,22
25,46,40
24,75,11
64,44,9
73,76,38
89,70,21
35,58,53
36,92,74
63,35,92
59,42,31
94,56,66
82,60,26
2,62,95
4,89,81
57,2,33
74,19,89
24,1,65
71,2,63
30,67,73
19,18,20
4,93,90
60,21,57
20,30,1
81,16,46
44,13,42
34,30,49
0,85,69
94,61,72
12,16,98
17,1,1
69,88,73
56,91,98
97,16,66
67,81,97
25,93,59
98,59,34
7,49,83
48,35,65
53,12,94
9,9,31
83,37,38
85,46,70
3,26,15
94,71,53
20,54,39
73,66,82
77,8,55
9,46,41
58,18,54
41,47,75
94,42,4
65,2,17
85,1,84
28,79,64
61,74,4
37,84,93
85,30,74
33,91,84
76,54,31
82,75,28
36,41,88
10,20,21
68,13,64
34,51,49
44,48,11
42,98,53
82,3,85
58,55,47
86,79,77
26,91,98
55,89,86
89,91,73
48,86,97
27,93,40
36,42,22
63,0,99
45,68,47
45,25,76
23,9,22
88,38,24
12,47,70
66,96,41
8,76,79
51,97,78
88,92,1
30,85,2
98,5,92
71,0,13
82,30,73
13,80,42
76,73,25
56,21,85
24,79,6
18,80,14
60,5,91
39,66,81
98,22,51
32,2,0
69,58,78
52,64,22
29,40,56
49,26,24
21,84,55
23,69,74
83,94,36
14,89,52
19,81,82
73,11,36
7,21,55
39,47,5
22,26,73
17,61,22
37,55,9
51,68,57
34,64,13
76,99,40
23,33,50
83,30,54
69,28,75
30,89,64
20,81,82
6,63,42
85,87,48
60,34,55
34,71,27
86,15,69
43,67,11
41,52,8
32,60,93
77,21,21
65,37,54
54,10,67
28,24,57
97,95,41
91,34,80
99,74,93
7,99,33
29,24,47
91,61,78
44,26,13
97,35,71
60,13,62
60,39,39
4,12,15
42,93,34
67,33,30
81,17,3
87,28,76
80,95,77
74,70,55
67,65,70
1,11,3
67,8,68
9,57,69
34,30,13
35,60,36
56,68,54
0,26,8
4,32,57
5,8,10
49,76,37
2,85,16
20,72,6
24,21,39
66,47,42
10,97,71
52,1,93
18,54,64
55,26,83
15,83,78
4,65,29
37,60,40
82,55,72
0,69,14
98,48,36
30,36,98
32,35,28
77,20,71
32,61,35
32,78,94
87,45,6
30,60,70
33,69,23
23,36,65
78,4,19
76,93,7
48,95,44
54,59,37
18,57,66
41,51,52
43,50,27
70,22,93
20,83,45
55,9,69
16,59,7
4,80,38
78,88,35
41,51,88
83,91,65
61,84,82
66,46,86
64,76,53
75,9,30
89,61,75
37,45,92
47,54,56
84,80,52
39,31,24
44,91,63
24,40,75
61,67,79
92,7,94
39,88,27
70,36,53
64,88,27
34,82,96
35,77,9
95,55,75
56,88,49
99,81,26
54,14,64
3,25,54
47,14,55
77,59,46
74,25,4
9,72,29
75,76,46
19,14,75
60,54,25
69,1,60
2,66,93
81,6,43
80,80,25
46,4,8
39,55,94
38,49,61
68,61,90
64,68,85
69,62,28
0,74,92
91,26,59
45,20,42
89,34,78
20,84,55
88,94,28
86,81,19
94,91,32
24,41,26
4,80,32
39,26,97
46,75,53
79,38,54
68,55,19
25,18,4
6,37,94
18,78,34
45,63,0
18,27,10
35,99,43
92,25,86
73,66,85
90,79,82
16,56,79
31,20,30
61,14,84
91,34,44
17,33,52
76,68,95
16,44,20
83,89,27
4,16,89
73,39,6
85,33,3
46,71,40
45,91,53
41,71,86
72,84,65
98,26,44
23,16,52
87,91,94
45,45,18
63,47,7
74,27,15
3,67,23
17,39,70
29,60,29
1,67,80
13,35,22
20,71,68
27,83,40
19,79,6
20,93,44
11,70,47
83,46,45
87,52,53
82,34,35
44,79,49
95,51,13
10,29,42
48,96,37
53,90,48
9,83,70
71,17,61
0,19,67
50,27,45
40,59,54
47,46,9
78,51,84
44,15,16
4,51,36
48,32,62
37,52,74
5,50,24
73,68,11
12,71,24
22,14,36
89,36,94
64,50,91
31,8,84
71,39,88
26,71,71
77,21,35
66,64,39
80,82,44
58,47,30
76,10,33
95,44,19
48,6,3
11,99,62
46,16,42
57,60,58
86,88,34
13,82,26
5,70,28
76,37,27
95,71,34
4,41,38
32,27,16
23,99,9
20,30,27
1,14,36
2,79,41
30,16,90
71,82,15
47,44,30
26,10,45
39,29,80
81,42,36
23,53,28
46,43,73
48,87,73
34,48,75
5,57,67
30,92,3
41,98,71
67,54,24
40,71,83
17,87,68
46,90,86
22,38,9
33,10,70
89,11,50
56,6,53
7,48,92
13,19,10
76,72,20
0,38,59
82,38,37
58,93,44
24,13,55
87,49,83
61,58,48
51,10,23
31,50,8
62,1,38
64,0,34
2,98,85
53,84,78
82,87,82
16,23,18
79,30,79
2,24,2
35,5,80
98,66,88
7,54,86
67,97,69
44,3,39
74,83,71
95,34,55
26,43,54
35,46,79
81,65,52
23,26,37
27,76,21
61,29,35
94,31,26
71,36,85
72,95,34
68,27,54
26,31,43
0,68,22
99,89,71
28,49,29
90,45,82
90,83,89
23,79,56
77,93,85
39,80,75
9,88,21
79,81,23
25,78,81
75,16,90
92,51,65
72,63,65
43,63,59
88,6,37
11,84,91
37,97,33
44,23,77
65,12,81
83,66,30
13,84,28
55,42,41
86,51,70
12,14,16
10,61,55
78,96,47
86,39,12
62,8,97
99,9,80
81,34,3
57,83,24
7,83,83
28,77,51
90,39,11
45,11,77
51,69,22
33,55,77
28,28,58
50,16,68
10,76,80
63,63,61
21,19,72
14,69,17
66,10,24
35,47,52
73,37,61
54,62,38
5,89,73
12,13,23
7,16,86
80,63,42
79,1,21
88,84,75
42,10,6
81,31,11
89,36,60
9,11,97
38,44,1
53,80,90
79,91,61
72,24,71
88,58,42
1,29,17
86,18,23
5,46,16
16,99,73
17,44,11
50,29,48
87,87,33
52,32,42
47,30,0
27,47,80
46,13,84
87,15,18
69,30,39
90,65,2
69,94,93
3,44,33
91,45,61
40,19,8
29,35,36
20,79,9
14,92,9
34,33,16
47,9,76
61,26,70
43,89,75
35,57,42
86,9,43
15,73,84
90,29,30
97,41,8
67,88,15
41,83,47
60,57,35
1,61,74
77,72,63
6,49,75
19,44,0
38,30,44
52,96,31
67,95,73
36,77,68
63,80,40
45,17,83
30,88,54
20,76,43
32,40,28
74,16,9
75,82,95
21,90,77
98,52,85
23,37,55
3,73,57
3,17,37
46,13,9
15,25,66
83,78,5
17,22,14
6,53,92
93,24,3
38,60,74
20,72,48
69,72,96
15,93,50
82,26,65
15,29,67
45,12,92
85,38,57
30,23,62
28,25,60
64,3,40
29,57,46
9,15,68
55,90,71
96,20,73
5,70,21
7,85,63
78,66,47
7,46,0
79,74,17
34,25,1
14,91,83
78,23,37
64,75,40
77,18,10
17,65,18
35,14,49
78,25,40
63,75,71
28,85,61
16,8,59
98,41,30
17,60,2
11,20,8
93,99,7
39,81,64
4,4,16
86,53,56
99,85,21
71,47,4
34,53,37
32,47,59
7,73,75
61,72,57
36,51,66
93,69,38
81,42,72
13,88,66
58,64,37
74,8,50
36,14,61
67,75,0
13,44,66
8,95,36
41,0,86
77,1,18
57,2,81
23,97,23
7,73,45
70,70,54
92,12,29
38,72,14
3,6,67
45,22,63
72,70,60
96,61,34
38,41,28
46,45,72
47,95,4
37,67,98
39,41,53
87,78,74
95,52,62
2,35,15
9,51,78
67,53,35
13,93,89
7,13,97
97,20,23
99,71,9
26,57,86
80,72,32
74,99,36
62,0,69
63,54,52
72,50,80
36,40,42
30,79,79
55,15,54
12,85,87
50,74,43
55,74,80
78,34,39
11,71,75
65,16,89
61,23,10
79,21,63
39,39,93
9,85,43
92,2,27
46,79,21
90,74,25
31,92,29
30,20,58
95,1,24
45,92,79
40,11,19
20,58,66
7,70,6
12,50,14
57,71,74
78,28,66
70,82,93
17,74,45
85,62,31
59,7,99
34,87,80
73,25,0
82,25,69
82,81,82
87,85,11
94,69,12
70,96,98
2,25,76
14,0,97
63,99,91
78,6,60
20,94,51
6,91,88
0,99,0
11,15,36
21,80,86
24,40,11
78,33,69
88,42,47
48,63,52
41,94,31
32,78,24
75,11,56
64,45,33
42,25,56
51,53,10
5,33,34
23,97,27
47,27,47
65,69,56
32,55,49
85,7,52
18,61,41
30,0,59
90,49,2
35,66,98
46,15,46
97,5,45
89,57,52
90,94,52
11,67,19
70,5,78
42,53,62
55,50,36
18,16,83
98,69,41
13,77,67
4,4,37
20,95,52
19,28,91
95,13,54
70,54,40
39,93,94
75,86,2
47,42,34
33,35,31
93,9,46
33,42,22
93,92,78
21,15,9
59,51,38
36,0,86
23,97,87
57,98,43
58,65,58
41,29,50
7,48,61
20,1,60
91,75,98
3,61,55
28,66,97
66,87,61
18,83,77
73,62,9
30,37,8
16,29,99
16,42,58
36,31,4
47,6,21
4,44,30
31,93,29
9,93,98
26,80,67
11,50,29
50,6,26
32,31,61
77,73,57
89,10,61
34,20,45
19,31,17
82,85,21
39,92,12
38,16,24
16,87,56
17,78,31
91,71,47
5,62,7
53,93,28
9,37,35
49,40,6
80,30,84
24,84,23
60,29,97
64,16,78
82,86,5
43,36,50
6,93,67
34,76,12
14,56,58
23,64,88
21,22,34
25,31,70
56,47,94
45,86,70
46,81,56
63,82,85
15,48,57
91,69,1
34,19,7
42,68,89
11,12,34
20,39,47
42,50,32
48,37,4
16,43,28
59,1,55
75,77,21
70,38,37
95,75,82
36,53,25
6,89,26
52,65,79
56,14,28
26,30,14
29,39,83
49,76,72
18,13,80
24,72,60
12,76,0
25,4,21
25,13,32
21,20,22
71,92,52
79,87,88
90,91,7
0,4,58
82,46,53
92,35,2
51,39,16
88,47,56
72,94,83
30,78,28
40,58,0
60,12,63
61,49,59
45,87,81
5,31,99
5,11,16
26,50,78
48,55,39
13,79,23
58,73,2
93,67,51
47,82,15
98,17,51
21,91,95
15,10,3
76,13,69
21,22,22
31,80,13
8,36,81
96,21,61
60,92,87
29,9,45
53,85,21
42,95,79
12,58,47
12,62,67
56,46,17
92,45,47
61,92,59
99,48,83
90,48,27
86,69,56
45,87,23
33,43,63
29,56,82
78,32,46
52,99,39
13,64,96
91,31,50
64,16,91
1,36,53
11,51,90
35,91,84
15,81,98
63,53,98
54,31,44
89,8,94
91,71,73
4,69,43
80,49,57
9,8,50
83,53,59
57,14,93
78,16,15
3,29,60
42,20,30
43,43,29
99,52,20
36,53,82
20,39,24
83,26,47
90,60,85
95,54,64
62,13,51
82,79,44
76,33,95
24,20,59
92,35,64
34,99,92
48,3,17
30,20,21
68,34,61
1,29,58
24,90,4
0,72,10
79,73,17
90,63,40
52,55,44
99,78,27
1,34,74
80,78,94
84,28,74
59,50,25
57,21,87
85,25,38
86,5,56
95,28,31
34,83,98
68,87,20
75,31,87
79,58,87
81,8,69
51,5,79
16,92,41
67,56,1
54,86,66
34,73,94
98,75,4
78,73,3
73,66,40
80,47,10
55,36,73
41,98,19
50,26,50
73,95,4
42,58,72
39,71,50
43,81,95
78,96,75
65,96,55
21,6,39
57,87,60
97,90,17
85,63,98
26,83,86
71,85,2
67,30,82
4,65,68
66,8,9
84,3,45
16,80,12
88,27,95
81,58,69
3,76,60
50,63,14
42,92,87
60,60,94
87,27,62
13,91,65
94,40,91
26,50,28
74,97,55
83,97,72
3,32,15
28,45,64
78,95,52
9,24,62
15,67,73
36,91,87
0,8,2
12,78,4
54,50,30
26,61,91
43,34,55
79,96,60
17,62,62
78,79,98
78,58,52
70,48,59
6,4,26
13,13,60
94,95,42
18,99,81
62,92,69
68,99,39
55,34,8
49,83,26
49,97,99
63,92,75
70,10,70
32,49,16
19,92,73
29,61,21
96,13,50
50,37,95
76,63,45
82,16,78
37,46,25
32,82,61
41,77,46
85,14,48
60,67,66
92,25,0
54,73,93
76,40,57
15,71,10
80,29,35
62,64,69
71,34,17
24,52,44
48,27,85
26,61,28
52,59,7
17,73,17
94,68,42
22,55,78
18,57,53
14,85,96
32,62,74
14,68,0
16,65,32
15,93,22
8,23,85
95,25,25
96,23,9
66,97,83
18,70,54
21,44,3
66,3,92
76,62,33
25,61,90
26,16,86
21,58,99
79,21,42
59,92,39
75,19,55
38,31,88
73,92,81
19,30,11
27,57,6
3,55,88
43,15,59
59,7,22
31,34,76
9,46,70
84,97,13
36,27,36
79,7,80
57,86,97
74,44,70
32,81,55
15,18,35
52,77,2
30,11,26
92,78,53
22,74,63
77,35,63
97,70,27
97,87,84
4,32,51
74,98,85
44,67,52
18,50,39
99,11,31
76,29,91
74,26,90
33,76,35
50,88,39
86,69,80
39,43,49
89,39,7
97,89,87
89,6,80
33,14,10
74,57,89
8,59,18
35,80,65
98,79,54
41,1,21
73,39,91
53,89,75
31,48,17
16,15,55
0,2,3
80,43,16
45,98,39
55,2,38
14,21,17
37,84,9
50,39,94
36,95,80
16,86,52
66,22,27
95,21,46
56,82,37
95,39,16
62,52,38
99,20,56
43,43,90
54,36,56
96,96,37
66,30,42
22,56,96
48,35,85
82,71,57
66,93,10
53,30,98
66,72,59
10,65,24
50,6,97
81,61,98
60,72,15
57,1,41
96,94,59
89,90,37
11,93,47
36,20,19
60,76,74
17,19,9
67,1,14
40,96,55
41,8,51
43,70,6
11,23,95
65,26,79
63,14,91
44,16,75
40,45,51
1,69,53
47,56,36
29,45,39
98,45,77
21,36,25
66,14,74
93,98,54
83,72,55
9,17,79
64,33,5
4,87,87
64,35,2
7,53,74
85,29,10
32,18,55
34,19,75
25,62,99
12,50,77
17,56,2
11,5,22
81,65,6
16,8,21
99,85,45
0,96,26
73,64,53
36,15,8
17,28,30
70,43,38
5,51,77
90,76,66
89,13,81
80,34,51
23,40,28
6,36,99
82,55,95
69,41,42
48,12,78
24,37,10
59,51,32
88,31,1
51,68,81
14,12,53
6,85,25
46,74,69
30,62,28
81,67,3
96,72,5
72,76,77
32,90,19
20,95,59
31,79,26
76,98,80
10,73,48
90,19,23
28,7,45
51,41,71
74,13,16
27,77,49
86,60,95
72,89,87
99,56,89
53,88,41
53,10,20
9,52,10
29,18,95
9,69,38
67,91,13
32,58,64
14,91,83
40,56,62
0,42,38
16,74,36
22,62,95
74,34,62
72,14,98
72,19,78
53,19,92
62,48,48
75,8,43
44,76,62
70,3,83
51,13,30
48,93,50
52,71,61
21,72,96
38,54,93
14,25,20
54,8,74
99,85,14
86,6,10
89,21,4
61,84,41
43,16,11
60,41,34
31,0,86
83,71,89
44,10,31
45,56,14
49,74,59
33,87,28
92,64,64
52,10,57
22,69,18
84,92,13
68,35,96
4,81,10
67,94,74
84,42,74
78,64,41
88,84,68
14,14,92
61,17,59
85,67,44
54,62,44
67,33,89
77,24,82
33,97,14
92,26,41
12,0,67
31,22,11
80,15,11
52,61,64
86,84,17
13,46,65
22,29,54
86,95,66
38,66,32
44,23,59
77,28,68
39,13,20
47,93,6
87,96,35
14,87,44
14,30,11
74,29,26
54,57,82
28,93,72
90,20,97
25,24,12
90,21,27
15,0,50
70,76,71
7,37,69
67,74,40
52,66,0
0,98,73
84,44,27
78,98,7
19,5,66
78,49,68
43,38,74
83,38,96
57,34,84
50,36,65
68,96,58
87,14,30
76,77,90
4,80,87
81,68,86
78,68,94
25,29,3
33,20,24
28,72,67
7,41,70
74,65,71
18,58,90
83,45,23
20,89,40
89,37,25
87,44,25
52,52,67
81,54,8
80,57,62
57,27,20
11,3,63
10,11,89
37,35,64
65,25,40
92,10,75
36,18,55
45,86,44
89,15,72
11,82,75
66,56,39
13,69,35
36,41,38
81,69,21
13,19,1
92,44,21
98,42,49
26,18,89
5,90,89
27,11,9
49,68,3
1,69,21
47,39,11
2,31,10
69,99,32
21,90,53
33,44,10
95,69,93
51,9,92
67,46,23
18,94,62
91,56,91
63,87,40
24,5,76
19,70,54
83,95,26
60,27,45
44,65,47
38,89,86
39,0,52
98,85,7
79,56,68
53,27,44
18,61,82
38,12,49
33,41,81
15,20,66
72,35,74
66,84,59
31,35,32
12,36,12
50,37,49
37,69,11
90,21,8
83,52,92
43,29,71
46,76,95
18,24,24
70,34,20
46,51,73
38,4,61
61,75,86
9,59,31
17,16,95
80,32,10
